Id,Site,Plot,Class,Order,Family,Genera,Species,Tree,Strata,Leaf,SPAD.average,Fresh.weight,Area,Dry.weight,LMA,LDMC,THICKNESS,LNC,LCC,N.C
563,BCI,BCIBALA QUATRO,Dicots,Sapindales,Meliaceae,Trichilia,Trichilia poeppigii,B4 (202688),1,1,NA,1.685,0.010808,0.507,46.90969652,0.300890208,155.9030348,3.893,49.537,0.078587722
564,BCI,BCIBALA QUATRO,Dicots,Sapindales,Meliaceae,Trichilia,Trichilia poeppigii,B4 (202688),1,2,NA,1.764,0.011407,0.534,46.81336022,0.302721088,154.6418866,3.851,49.494,0.077807411
565,BCI,BCIBALA QUATRO,Dicots,Sapindales,Meliaceae,Trichilia,Trichilia poeppigii,B4 (202688),1,3,NA,0.931,0.006088,0.288,47.30617608,0.309344791,152.9237845,3.82,49.753,0.07677929
566,BCI,BCIBALA QUATRO,Dicots,Sapindales,Meliaceae,Trichilia,Trichilia poeppigii,B4 (202688),0,6,NA,1.151,0.00779,0.344,44.15917843,0.298870547,147.7535302,3.517,48.971,0.071818015
567,BCI,BCIBALA QUATRO,Dicots,Sapindales,Meliaceae,Trichilia,Trichilia poeppigii,B4 (202688),0,7,NA,2.379,0.015675,0.689,43.9553429,0.289617486,151.7703349,3.575,49.41,0.072353775
568,BCI,BCIBALA QUATRO,Dicots,Sapindales,Meliaceae,Trichilia,Trichilia poeppigii,B4 (202688),0,8,NA,1.791,0.011281,0.513,45.47469196,0.286432161,158.7625211,3.727,49.146,0.075835266
569,BCI,BCIBALA QUATRO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,C4 (202711),1,1,NA,2.147,0.00942,0.95,100.8492569,0.442477876,227.9193206,1.994,51.833,0.038469701
570,BCI,BCIBALA QUATRO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,C4 (202711),1,2,NA,3.251,0.014173,1.415,99.83771961,0.435250692,229.3798067,1.677,51.642,0.032473568
571,BCI,BCIBALA QUATRO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,C4 (202711),1,3,NA,3.9,0.01694,1.677,98.99645809,0.43,230.2243211,1.695,51.515,0.032903038
572,BCI,BCIBALA QUATRO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,C4 (202711),0,6,NA,2.975,0.012619,1.273,100.879626,0.42789916,235.7556066,1.807,51.282,0.035236535
573,BCI,BCIBALA QUATRO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,C4 (202711),0,7,NA,2.561,0.010867,1.104,101.5919757,0.431081609,235.6676176,1.745,51.07,0.034168788
574,BCI,BCIBALA QUATRO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,C4 (202711),0,8,NA,2.186,0.009433,0.946,100.2862292,0.432753888,231.7396374,2.126,51.182,0.041538041
575,BCI,BCIBALA QUATRO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,D4 (202710),0,1,NA,1.163,0.003909,0.19,48.60578153,0.163370593,297.5185469,2.653,45.46,0.058358997
576,BCI,BCIBALA QUATRO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,D4 (202710),0,2,NA,0.854,0.003286,0.153,46.56116859,0.179156909,259.8904443,3.388,44.717,0.075765369
577,BCI,BCIBALA QUATRO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,D4 (202710),0,3,NA,1.42,0.005187,0.248,47.81183729,0.174647887,273.7613264,3.776,46.367,0.081437229
578,BCI,BCIBALA QUATRO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,D4 (202710),0,6,NA,1.759,0.006948,0.314,45.19286126,0.178510517,253.1663788,2.976,47.933,0.062086663
579,BCI,BCIBALA QUATRO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,D4 (202710),0,7,NA,1.873,0.007488,0.215,28.71260684,0.114789108,250.133547,2.924,48.011,0.06090271
580,BCI,BCIBALA QUATRO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,D4 (202710),0,8,NA,1.516,0.005968,0.338,56.63538874,0.222955145,254.0214477,2.904,47.695,0.060886885
581,BCI,BCIBALA QUATRO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,E4 (202757),1,1,NA,0.821,0.004204,0.366,87.05994291,0.445797808,195.2901998,2.312,45.245,0.051099569
582,BCI,BCIBALA QUATRO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,E4 (202757),1,2,NA,0.944,0.004913,0.403,82.02727458,0.42690678,192.1432933,2.345,45.208,0.05187135
583,BCI,BCIBALA QUATRO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,E4 (202757),1,3,NA,0.894,0.004757,0.393,82.61509355,0.439597315,187.9335716,2.215,45.213,0.048990335
584,BCI,BCIBALA QUATRO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,E4 (202757),0,6,NA,1.236,0.00746,0.497,66.62198391,0.40210356,165.6836461,2.272,49.383,0.046007735
585,BCI,BCIBALA QUATRO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,E4 (202757),0,7,NA,1.239,0.007443,0.477,64.08706167,0.384987893,166.465135,2.156,47.973,0.044941947
586,BCI,BCIBALA QUATRO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,E4 (202757),0,8,NA,1.338,0.008215,0.529,64.39440049,0.395366218,162.8727937,2.283,48.899,0.046688071
587,BCI,BCIBALA QUATRO,Dicots,Fabales,Fabaceae-mimosoideae,Inga,Inga sapindoides,F4 (202777),1,1,NA,1.166,0.00666,0.451,67.71771772,0.386792453,175.0750751,3.827,47.623,0.08036033
588,BCI,BCIBALA QUATRO,Dicots,Fabales,Fabaceae-mimosoideae,Inga,Inga sapindoides,F4 (202777),1,2,NA,2.215,0.012793,0.826,64.56655984,0.372911964,173.1415618,3.851,48.415,0.079541464
589,BCI,BCIBALA QUATRO,Dicots,Fabales,Fabaceae-mimosoideae,Inga,Inga sapindoides,F4 (202777),1,3,NA,1.72,0.009982,0.677,67.82207974,0.393604651,172.3101583,3.785,47.887,0.079040241
590,BCI,BCIBALA QUATRO,Dicots,Fabales,Fabaceae-mimosoideae,Inga,Inga sapindoides,F4 (202777),0,6,NA,0.9,0.005819,0.339,58.25743255,0.376666667,154.6657501,3.482,47.191,0.073785256
591,BCI,BCIBALA QUATRO,Dicots,Fabales,Fabaceae-mimosoideae,Inga,Inga sapindoides,F4 (202777),0,7,NA,0.604,0.00359,0.214,59.61002786,0.354304636,168.2451253,3.177,47.222,0.067277964
592,BCI,BCIBALA QUATRO,Dicots,Fabales,Fabaceae-mimosoideae,Inga,Inga sapindoides,F4 (202777),0,8,NA,0.815,0.005172,0.297,57.42459397,0.364417178,157.579273,3.202,46.99,0.068142158
593,BCI,BCIBALA QUATRO,Dicots,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum acuminatum,G4 (202785),1,1,NA,0.795,0.003385,0.296,87.44460857,0.372327044,234.859675,2.401,48.505,0.049500052
594,BCI,BCIBALA QUATRO,Dicots,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum acuminatum,G4 (202785),1,2,NA,0.913,0.003649,0.345,94.54645108,0.377875137,250.2055358,2.4358,48.281,0.050450488
595,BCI,BCIBALA QUATRO,Dicots,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum acuminatum,G4 (202785),1,3,NA,0.899,0.003639,0.365,100.3022808,0.406006674,247.0458917,1.941,43.473,0.044648402
596,BCI,BCIBALA QUATRO,Dicots,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum acuminatum,G4 (202785),0,6,NA,3.788,0.014075,1.549,110.053286,0.408922914,269.1296625,1.93,46.215,0.041761333
597,BCI,BCIBALA QUATRO,Dicots,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum acuminatum,G4 (202785),0,7,NA,2.493,0.010517,0.922,87.66758581,0.36983554,237.0447846,2.017,48.043,0.041983223
598,BCI,BCIBALA QUATRO,Dicots,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum acuminatum,G4 (202785),0,8,NA,2.647,0.010643,0.964,90.57596542,0.364185871,248.708071,1.936,47.974,0.040355192
599,BCI,BCIBALA QUATRO,Dicots,Myrtales,Melastomataceae,Miconia,Miconia minutiflora,H4 (202753),1,1,NA,2.652,0.008065,0.844,104.649721,0.318250377,328.8282703,1.905,37.498,0.050802709
600,BCI,BCIBALA QUATRO,Dicots,Myrtales,Melastomataceae,Miconia,Miconia minutiflora,H4 (202753),1,2,NA,1.437,0.004966,0.504,101.4901329,0.350730689,289.3677004,1.869,36.517,0.051181641
601,BCI,BCIBALA QUATRO,Dicots,Myrtales,Melastomataceae,Miconia,Miconia minutiflora,H4 (202753),1,3,NA,3.728,0.011686,1.251,107.0511723,0.33556867,319.014205,1.762,35.978,0.048974373
602,BCI,BCIBALA QUATRO,Dicots,Myrtales,Melastomataceae,Miconia,Miconia minutiflora,H4 (202753),0,6,NA,2.058,0.007315,0.656,89.67874231,0.318756074,281.3397129,1.759,36.316,0.048435951
603,BCI,BCIBALA QUATRO,Dicots,Myrtales,Melastomataceae,Miconia,Miconia minutiflora,H4 (202753),0,7,NA,3.354,0.010992,1.038,94.43231441,0.309481216,305.1310044,1.878,36.859,0.050950921
604,BCI,BCIBALA QUATRO,Dicots,Myrtales,Melastomataceae,Miconia,Miconia minutiflora,H4 (202753),0,8,NA,3.124,0.010474,0.898,85.73610846,0.287451985,298.2623639,1.656,37.124,0.044607262
605,BCI,BCIBALA QUATRO,Dicots,Gentianales,Rubiaceae,Chimarrhis,Chimarrhis parviflora,I4 (202624),1,1,NA,3.566,0.013366,0.942,70.47733054,0.264161526,266.7963489,2.301,49.851,0.046157549
606,BCI,BCIBALA QUATRO,Dicots,Gentianales,Rubiaceae,Chimarrhis,Chimarrhis parviflora,I4 (202624),1,2,NA,2.736,0.010791,0.676,62.64479659,0.247076023,253.5446205,2.262,48.447,0.046690198
607,BCI,BCIBALA QUATRO,Dicots,Gentianales,Rubiaceae,Chimarrhis,Chimarrhis parviflora,I4 (202624),1,3,NA,3.371,0.012736,0.869,68.23178392,0.257787007,264.6827889,2.443,48.477,0.050395033
608,BCI,BCIBALA QUATRO,Dicots,Gentianales,Rubiaceae,Chimarrhis,Chimarrhis parviflora,I4 (202624),0,6,NA,1.671,0.007431,0.359,48.31112905,0.214841412,224.8687929,2.673,46.54,0.057434465
609,BCI,BCIBALA QUATRO,Dicots,Gentianales,Rubiaceae,Chimarrhis,Chimarrhis parviflora,I4 (202624),0,7,NA,2.811,0.011811,0.683,57.82744899,0.242974031,237.998476,2.133,47.706,0.044711357
610,BCI,BCIBALA QUATRO,Dicots,Gentianales,Rubiaceae,Chimarrhis,Chimarrhis parviflora,I4 (202624),0,8,NA,2.584,0.011109,0.641,57.70096318,0.248065015,232.6041948,2.365,48.164,0.049103065
611,BCI,BCIBALA QUATRO,Dicots,Malpighiales,Euphorbiaceae,Croton,Croton billbergianus,J4 (712173),1,1,NA,1.058,0.004872,0.3,61.57635468,0.283553875,217.1592775,3.204,44.284,0.072351188
612,BCI,BCIBALA QUATRO,Dicots,Malpighiales,Euphorbiaceae,Croton,Croton billbergianus,J4 (712173),1,2,NA,1.952,0.008342,0.543,65.092304,0.27817623,233.9966435,3.036,42.971,0.0706523
613,BCI,BCIBALA QUATRO,Dicots,Malpighiales,Euphorbiaceae,Croton,Croton billbergianus,J4 (712173),1,3,NA,3.658,0.015081,0.923,61.20283801,0.252323674,242.5568596,3.832,43.441,0.088211597
614,BCI,BCIBALA QUATRO,Dicots,Malpighiales,Euphorbiaceae,Croton,Croton billbergianus,J4 (712173),0,6,NA,3.057,0.014812,0.908,61.30164731,0.297023225,206.3867135,3.393,43.631,0.077765809
615,BCI,BCIBALA QUATRO,Dicots,Malpighiales,Euphorbiaceae,Croton,Croton billbergianus,J4 (712173),0,7,NA,5.035,0.023188,1.462,63.04985337,0.290367428,217.1381749,3.454,46.656,0.074031207
616,BCI,BCIBALA QUATRO,Dicots,Malpighiales,Euphorbiaceae,Croton,Croton billbergianus,J4 (712173),0,8,NA,4.051,0.019103,1.21,63.34083652,0.298691681,212.0609328,3.164,42.803,0.073920052
617,BCI,BCIBALA QUATRO,Dicots,Rosales,Cecropiaceae,Cecropia,Cecropia insignis,K4 (712172),1,1,NA,125.535,0.337819,41.418,122.6041164,0.329931892,371.6043207,2.707,50.18,0.053945795
618,BCI,BCIBALA QUATRO,Dicots,Rosales,Cecropiaceae,Cecropia,Cecropia insignis,K4 (712172),1,2,NA,48.849,0.135081,17.201,127.3384118,0.352125939,361.627468,2.225,48.521,0.045856433
619,BCI,BCIBALA QUATRO,Dicots,Rosales,Cecropiaceae,Cecropia,Cecropia insignis,K4 (712172),1,3,NA,93.97,0.259125,33.588,129.6208394,0.357433223,362.6435118,2.348,49.795,0.047153329
620,BCI,BCIBALA QUATRO,Dicots,Rosales,Cecropiaceae,Cecropia,Cecropia insignis,K4 (712172),1,6,NA,80.989,0.224087,28.224,125.9510815,0.34849177,361.4176637,2.091,48.634,0.042994613
621,BCI,BCIBALA CINCO,Dicots,Gentianales,Rubiaceae,Faramea,Faramea occidentalis,A5 (203506),1,1,NA,1.006,0.003897,0.21,53.88760585,0.208747515,258.1472928,2.352,48.723,0.04827289
622,BCI,BCIBALA CINCO,Dicots,Gentianales,Rubiaceae,Faramea,Faramea occidentalis,A5 (203506),1,2,NA,1.373,0.005144,0.333,64.73561431,0.242534596,266.9129082,3.05,47.458,0.064267352
623,BCI,BCIBALA CINCO,Dicots,Gentianales,Rubiaceae,Faramea,Faramea occidentalis,A5 (203506),1,3,NA,1.992,0.008065,0.466,57.78053317,0.233935743,246.9931804,3.148,47.622,0.066103902
624,BCI,BCIBALA CINCO,Dicots,Gentianales,Rubiaceae,Faramea,Faramea occidentalis,A5 (203506),0,6,NA,0.857,0.005544,0.341,61.50793651,0.39789965,154.5815296,2.127,42.783,0.049716009
625,BCI,BCIBALA CINCO,Dicots,Gentianales,Rubiaceae,Faramea,Faramea occidentalis,A5 (203506),0,7,NA,0.916,0.005565,0.38,68.28391734,0.414847162,164.6001797,2.055,42.798,0.048016262
626,BCI,BCIBALA CINCO,Dicots,Gentianales,Rubiaceae,Faramea,Faramea occidentalis,A5 (203506),0,8,NA,0.863,0.005262,0.326,61.9536298,0.377752028,164.0060813,2.159,42.649,0.050622523
627,BCI,BCIBALA CINCO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,B5 (203436),1,1,NA,0.361,0.002518,0.158,62.74821287,0.43767313,143.3677522,2.66,49.2,0.054065041
628,BCI,BCIBALA CINCO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,B5 (203436),1,2,NA,0.458,0.003095,0.212,68.49757674,0.462882096,147.9806139,2.303,48.402,0.047580678
629,BCI,BCIBALA CINCO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,B5 (203436),1,3,NA,0.437,0.002959,0.187,63.19702602,0.42791762,147.6850287,2.099,48.143,0.043599277
630,BCI,BCIBALA CINCO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,B5 (203436),1,6,NA,0.656,0.005563,0.248,44.58026245,0.37804878,117.9219845,2.597,48.603,0.053432916
631,BCI,BCIBALA CINCO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,B5 (203436),1,7,NA,0.403,0.003531,0.155,43.89691306,0.384615385,114.1319739,2.127,48.373,0.04397081
632,BCI,BCIBALA CINCO,Dicots,Sapindales,Burseraceae,Protium,Protium costaricense,B5 (203436),1,8,NA,0.463,0.004014,0.157,39.11310414,0.339092873,115.346288,2.632,48.363,0.054421769
633,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,C5 (6414),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,C5 (6414),1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,C5 (6414),1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,C5 (6414),0,6,NA,12.148,0.047988,3.318,69.14228557,0.27313138,253.14662,1.723,37.62,0.045800106
637,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,C5 (6414),0,7,NA,13.486,0.052856,3.728,70.53125473,0.276434821,255.1460572,1.788,36.638,0.04880179
638,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,C5 (6414),0,8,NA,15.559,0.057715,4.492,77.83071992,0.2887075,269.5832972,1.65,35.591,0.046360035
639,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,D5 (203488),1,1,NA,10.167,0.041538,3.031,72.96932929,0.298121373,244.7638307,1.563,38.622,0.040469163
640,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,D5 (203488),1,2,NA,12.797,0.052041,3.815,73.3075844,0.298116746,245.9022694,1.762,39.681,0.044404123
641,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,D5 (203488),1,3,NA,17.978,0.065566,5.37,81.90220541,0.298698409,274.1969923,1.652,38.184,0.043264194
642,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,D5 (203488),0,6,NA,9.173,0.033117,2.234,67.45780113,0.243540826,276.9876498,1.397,35.514,0.0393366
643,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,D5 (203488),0,7,NA,14.132,0.053643,3.329,62.05842328,0.235564676,263.4453703,1.943,38.031,0.0510899
644,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,D5 (203488),0,8,NA,11.624,0.047586,2.833,59.53431682,0.24371989,244.2735258,1.797,37.579,0.047819261
645,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,E5 (203483),1,1,NA,4.615,0.015025,1.901,126.5224626,0.41191766,307.1547421,1.498,41.186,0.036371583
646,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,E5 (203483),1,2,NA,7.204,0.023289,2.796,120.0566791,0.388117712,309.3305853,1.755,42.266,0.041522737
647,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,E5 (203483),1,3,NA,6.243,0.020987,2.371,112.9746986,0.37978536,297.4698623,1.831,39.724,0.046093042
648,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,E5 (203483),0,6,NA,4.49,0.014489,1.721,118.779764,0.383296214,309.8902616,1.824,38.558,0.047305358
649,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,E5 (203483),0,7,NA,3.516,0.011289,1.443,127.823545,0.410409556,311.4536274,1.521,41.846,0.03634756
650,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,E5 (203483),0,8,NA,7.217,0.023212,2.768,119.2486645,0.383538867,310.9167672,1.536,39.315,0.039069058
651,BCI,BCIBALA CINCO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,F5 (203454),1,1,NA,2.753,0.011475,1.255,109.3681917,0.455866328,239.912854,1.918,50.869,0.037704692
652,BCI,BCIBALA CINCO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,F5 (203454),1,2,NA,2.516,0.010091,1.139,112.872857,0.452702703,249.3310871,1.931,51.282,0.037654538
653,BCI,BCIBALA CINCO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,F5 (203454),1,3,NA,2.151,0.008963,0.989,110.3425192,0.459786146,239.9866116,1.965,50.921,0.038589187
654,BCI,BCIBALA CINCO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,F5 (203454),1,6,NA,1.415,0.005622,0.677,120.4197794,0.47844523,251.6897901,2.28,50.705,0.04496598
655,BCI,BCIBALA CINCO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,F5 (203454),1,7,NA,1.697,0.006833,0.807,118.1033221,0.47554508,248.3535782,2.231,50.779,0.043935485
656,BCI,BCIBALA CINCO,Monocots,Arecales,Arecaceae,Oenocarpus,Oenocarpus mapora,F5 (203454),1,8,NA,2.42,0.009422,1.139,120.8872851,0.470661157,256.8456803,2.19,50.594,0.043285765
657,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,G5 (203439),1,1,NA,8.673,0.030351,2.873,94.65915456,0.331257927,285.7566472,1.966,43.052,0.045665707
658,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,G5 (203439),1,2,NA,7.759,0.027934,2.331,83.44669578,0.300425313,277.7618673,1.903,43.589,0.043657804
659,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,G5 (203439),1,3,NA,11.888,0.037868,4.05,106.9504595,0.340679677,313.932608,1.739,43.407,0.040062663
660,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,G5 (203439),1,6,NA,3.176,0.013996,0.858,61.30322949,0.270151134,226.9219777,1.786,42.381,0.042141526
661,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,G5 (203439),1,7,NA,1.983,0.007946,0.648,81.55046564,0.32677761,249.5595268,2.004,43.328,0.046251846
662,BCI,BCIBALA CINCO,Dicots,Rosales,Moraceae,Poulsenia,Poulsenia armata,G5 (203439),1,8,NA,1.716,0.00744,0.527,70.83333333,0.307109557,230.6451613,2.1,41.929,0.050084667
663,BCI,BCIBALA CINCO,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,H5 (203418),1,1,NA,0.695,0.003022,0.234,77.43216413,0.336690647,229.9801456,3.61,44.464,0.081189277
664,BCI,BCIBALA CINCO,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,H5 (203418),1,2,NA,0.449,0.002037,0.142,69.71035837,0.316258352,220.4221895,3.538,43.439,0.081447547
665,BCI,BCIBALA CINCO,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,H5 (203418),1,3,NA,0.599,0.002852,0.184,64.51612903,0.307178631,210.0280505,3.434,43.439,0.079053385
666,BCI,BCIBALA CINCO,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,H5 (203418),1,6,NA,0.731,0.00338,0.28,82.84023669,0.383036936,216.2721893,2.282,41.708,0.054713724
667,BCI,BCIBALA CINCO,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,H5 (203418),1,7,NA,0.715,0.003482,0.269,77.25445146,0.376223776,205.3417576,2.54,41.854,0.060687151
668,BCI,BCIBALA CINCO,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,H5 (203418),1,8,NA,0.835,0.003673,0.309,84.12741628,0.37005988,227.3346039,2.188,41.404,0.052845136
669,BCI,BCIBALA CINCO,Dicots,Lamiales,Boraginaceae,Cordia,Cordia alliodora,I5 (203424),1,1,NA,1.696,0.00732,1.024,139.8907104,0.603773585,231.6939891,1.676,36.462,0.045965663
670,BCI,BCIBALA CINCO,Dicots,Lamiales,Boraginaceae,Cordia,Cordia alliodora,I5 (203424),1,2,NA,0.886,0.005143,0.411,79.91444682,0.463882619,172.2729924,2.037,38.001,0.053603853
671,BCI,BCIBALA CINCO,Dicots,Lamiales,Boraginaceae,Cordia,Cordia alliodora,I5 (203424),1,3,NA,1.273,0.005489,0.686,124.9772272,0.538884525,231.9183822,1.416,36.808,0.038469898
672,BCI,BCIBALA CINCO,Dicots,Lamiales,Boraginaceae,Cordia,Cordia alliodora,I5 (203424),1,6,NA,1.358,0.005941,0.665,111.9340178,0.489690722,228.581047,1.541,38.354,0.040178339
673,BCI,BCIBALA CINCO,Dicots,Lamiales,Boraginaceae,Cordia,Cordia alliodora,I5 (203424),1,7,NA,1.741,0.007782,0.835,107.2988949,0.47960942,223.7214084,1.7,38.839,0.043770437
674,BCI,BCIBALA CINCO,Dicots,Lamiales,Boraginaceae,Cordia,Cordia alliodora,I5 (203424),1,8,NA,1.639,0.00741,0.786,106.0728745,0.479560708,221.1875843,1.47,38.711,0.037973703
675,BCI,BCIBALA CINCO,Dicots,Lamiales,Bignoniaceae,Tabebuia,Tabebuia guayacan,J5 (6418),1,1,NA,0.237,0.001251,0.106,84.73221423,0.447257384,189.4484412,4.399,50.459,0.08717969
676,BCI,BCIBALA CINCO,Dicots,Lamiales,Bignoniaceae,Tabebuia,Tabebuia guayacan,J5 (6418),1,2,NA,0.25,0.001419,0.102,71.88160677,0.408,176.1804087,4.487,49.446,0.09074546
677,BCI,BCIBALA CINCO,Dicots,Lamiales,Bignoniaceae,Tabebuia,Tabebuia guayacan,J5 (6418),1,3,NA,0.375,0.002069,0.157,75.88206863,0.418666667,181.2469792,4.341,50.607,0.085778647
678,BCI,BCIBALA CINCO,Dicots,Lamiales,Bignoniaceae,Tabebuia,Tabebuia guayacan,J5 (6418),0,6,NA,0.712,0.004055,0.243,59.92601726,0.341292135,175.5856967,4.647,49.981,0.092975331
679,BCI,BCIBALA CINCO,Dicots,Lamiales,Bignoniaceae,Tabebuia,Tabebuia guayacan,J5 (6418),0,7,NA,0.734,0.004169,0.249,59.72655313,0.339237057,176.0614056,4.069,49.825,0.08166583
680,BCI,BCIBALA CINCO,Dicots,Lamiales,Bignoniaceae,Tabebuia,Tabebuia guayacan,J5 (6418),0,8,NA,0.396,0.002394,0.125,52.213868,0.315656566,165.4135338,4.438,49.174,0.090250946
681,BCI,BCIBALA CINCO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,K5 (6419),1,1,NA,0.756,0.003055,0.148,48.44517185,0.195767196,247.4631751,3.332,44.869,0.074260625
682,BCI,BCIBALA CINCO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,K5 (6419),1,2,NA,1.226,0.005356,0.226,42.19566841,0.184339315,228.9021658,3.752,46.66,0.080411487
683,BCI,BCIBALA CINCO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,K5 (6419),1,3,NA,1.654,0.006616,0.327,49.42563482,0.197702539,250,3.73,46.052,0.080995397
684,BCI,BCIBALA CINCO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,K5 (6419),0,6,NA,1.386,0.005487,0.286,52.12320029,0.206349206,252.5970476,3.663,47.596,0.076960249
685,BCI,BCIBALA CINCO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,K5 (6419),0,7,NA,1.78,0.007187,0.351,48.83818005,0.197191011,247.6694031,3.948,47.313,0.083444296
686,BCI,BCIBALA CINCO,Dicots,Gentianales,Apocynaceae,Tabernaemontana,Tabernaemontana arborea,K5 (6419),0,8,NA,0.786,0.003299,0.173,52.44013337,0.220101781,238.2540164,3.537,46.697,0.075743624
687,BCI,BCIBALA CINCO,Dicots,Laurales,Lauraceae,Beilschmiedia,Beilschmiedia pendula,L5 (6417),1,1,NA,1.751,0.005435,0.783,144.0662374,0.447173044,322.1711132,1.698,50.632,0.033536104
