Id,Site,Plot,Class,Order,Family,Genera,Species,Tree,Strata,Leaf,SPAD.average,Fresh.weight,Area,Dry.weight,LMA,LDMC,THICKNESS,LNC,LCC,N.C
1607,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,C2  (17178),NA,3,NA,1.286,0.004916,0.466,94.79251424,0.362363919,261.5947925,1.913,52.216,0.03663628
1608,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,C2  (17178),NA,6,NA,4.21,0.014933,1.363,91.2743588,0.323752969,281.9259358,NA,NA,NA
1609,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,C2  (17178),NA,7,NA,3.256,0.010738,1.082,100.7636431,0.332309582,303.2222015,2.149,50.968,0.042163711
1610,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,C2  (17178),NA,8,NA,5.154,0.018653,1.723,92.37120034,0.334303454,276.3094408,1.865,51.548,0.036179871
1611,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,d2  (17179),1,1,NA,1.122,0.005115,0.439,85.82600196,0.391265597,219.3548387,1.668,51.161,0.032602959
1612,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,d2  (17179),1,2,NA,0.845,0.004125,0.333,80.72727273,0.39408284,204.8484848,1.585,50.822,0.031187281
1613,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,d2  (17179),1,3,NA,1.214,0.006728,0.493,73.27586207,0.406095552,180.4399524,1.57,50.727,0.030949987
1614,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,d2  (17179),0,6,NA,1.268,0.006794,0.505,74.33029143,0.398264984,186.6352664,1.677,50.305,0.033336646
1615,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,d2  (17179),0,7,NA,1.532,0.008717,0.61,69.97820351,0.398172324,175.7485373,1.414,50.136,0.028203287
1616,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,d2  (17179),0,8,NA,1.368,0.00716,0.531,74.16201117,0.388157895,191.0614525,1.563,50.238,0.031111907
1617,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,E2  (17214),1,1,NA,4.988,0.018991,1.935,101.8903691,0.387931034,262.6507293,1.388,43.578,0.031850934
1618,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,E2  (17214),1,2,NA,7.56,0.025495,2.722,106.7660326,0.36005291,296.5287311,1.389,47.03,0.02953434
1619,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,E2  (17214),1,3,NA,5.071,0.01807,2.309,127.7808522,0.455334254,280.6308799,1.565,45.98,0.034036538
1620,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,E2  (17214),0,6,NA,7.336,0.029818,2.689,90.18042793,0.366548528,246.0258904,1.74,46.246,0.037624876
1621,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,E2  (17214),0,7,NA,5.73,0.022873,2.005,87.65793731,0.34991274,250.5137061,1.592,46.116,0.034521641
1622,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Perebea,Perebea xanthochyma,E2  (17214),0,8,NA,6.796,0.026406,2.41,91.26713626,0.354620365,257.3657502,1.611,46.749,0.03446063
1623,SANLO,SANLOBALA DOS,Dicots,Apiales,Araliaceae,Dendropanax,Dendropanax arboreus,F2  (21167),1,1,NA,0.876,0.003287,0.301,91.57286279,0.343607306,266.5044113,1.221,47.513,0.02569823
1624,SANLO,SANLOBALA DOS,Dicots,Apiales,Araliaceae,Dendropanax,Dendropanax arboreus,F2  (21167),1,2,NA,1.016,0.003658,0.325,88.84636413,0.31988189,277.747403,2.009,47.599,0.042206769
1625,SANLO,SANLOBALA DOS,Dicots,Apiales,Araliaceae,Dendropanax,Dendropanax arboreus,F2  (21167),1,3,NA,0.457,0.001708,0.152,88.99297424,0.332603939,267.5644028,1.247,48.024,0.025966184
1626,SANLO,SANLOBALA DOS,Dicots,Apiales,Araliaceae,Dendropanax,Dendropanax arboreus,F2  (21167),0,6,NA,0.698,0.002326,0.19,81.68529665,0.272206304,300.0859845,1.465,48.683,0.03009264
1627,SANLO,SANLOBALA DOS,Dicots,Apiales,Araliaceae,Dendropanax,Dendropanax arboreus,F2  (21167),0,7,NA,0.529,0.001815,0.139,76.58402204,0.262759924,291.4600551,1.566,48.431,0.032334662
1628,SANLO,SANLOBALA DOS,Dicots,Apiales,Araliaceae,Dendropanax,Dendropanax arboreus,F2  (21167),0,8,NA,0.894,0.002934,0.252,85.88957055,0.281879195,304.7034765,1.657,47.704,0.034735033
1629,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,G2  (21169),1,1,NA,1.825,0.006253,0.669,106.9886455,0.366575342,291.8599072,1.558,46.699,0.033362599
1630,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,G2  (21169),1,2,NA,1.707,0.006059,0.627,103.4824228,0.367311072,281.7296584,1.671,50.218,0.033274921
1631,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,G2  (21169),1,3,NA,0.631,0.002401,0.237,98.7088713,0.375594295,262.8071637,1.622,49.856,0.032533697
1632,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,G2  (21169),0,6,NA,0.851,0.002675,0.276,103.1775701,0.324324324,318.1308411,1.883,44.823,0.042009683
1633,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,G2  (21169),0,7,NA,0.676,0.00269,0.214,79.55390335,0.316568047,251.3011152,2.414,45.333,0.053250392
1634,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,G2  (21169),0,8,NA,0.636,0.002813,0.189,67.18805546,0.297169811,226.093139,2.163,44.627,0.048468416
1635,SANLO,SANLOBALA DOS,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,H2  (21152),0,1,NA,1.841,0.007492,0.916,122.263748,0.497555676,245.7287774,1.39,50.569,0.027487196
1636,SANLO,SANLOBALA DOS,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,H2  (21152),0,2,NA,1.629,0.007482,0.745,99.57230687,0.457335789,217.7225341,2.05,49.739,0.041215143
1637,SANLO,SANLOBALA DOS,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,H2  (21152),0,3,NA,1.648,0.00667,0.811,121.5892054,0.49211165,247.0764618,1.473,50.832,0.028977809
1638,SANLO,SANLOBALA DOS,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,H2  (21152),0,6,NA,1.584,0.007015,0.725,103.3499644,0.45770202,225.8018532,1.418,49.849,0.028445907
1639,SANLO,SANLOBALA DOS,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,H2  (21152),0,7,NA,1.005,0.00448,0.437,97.54464286,0.434825871,224.3303571,1.526,49.222,0.031002397
1640,SANLO,SANLOBALA DOS,Dicots,Laurales,Lauraceae,Nectandra,Nectandra purpurea,H2  (21152),0,8,NA,1.057,0.004758,0.51,107.1878941,0.482497635,222.1521648,1.642,50.794,0.032326653
1641,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Garcinia,Garcinia madruno,I2  (21172),0,1,NA,0.907,0.003413,0.331,96.98212716,0.364939361,265.7486083,1.286,48.74,0.026384899
1642,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Garcinia,Garcinia madruno,I2  (21172),0,2,NA,0.987,0.00383,0.351,91.64490862,0.3556231,257.7023499,1.245,48.969,0.025424248
1643,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Garcinia,Garcinia madruno,I2  (21172),0,3,NA,1.108,0.004325,0.389,89.94219653,0.351083032,256.1849711,1.327,48.997,0.027083291
1644,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Garcinia,Garcinia madruno,I2  (21172),0,6,NA,2.195,0.007735,0.875,113.1221719,0.398633257,283.7750485,1.157,48.895,0.023662951
1645,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Garcinia,Garcinia madruno,I2  (21172),0,7,NA,1.76,0.008864,0.783,88.33483755,0.444886364,198.5559567,1.139,48.369,0.02354814
1646,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Garcinia,Garcinia madruno,I2  (21172),0,8,NA,0.993,0.00477,0.395,82.80922432,0.397784491,208.1761006,1.173,49.051,0.023913886
1647,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,K2  (21315),0,1,NA,1.181,0.004706,0.395,83.93540161,0.33446232,250.9562261,2.067,51.371,0.040236709
1648,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,K2  (21315),0,2,NA,3.507,0.012648,1.141,90.21189121,0.325349301,277.2770398,2.057,51.062,0.04028436
1649,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,K2  (21315),0,3,NA,3.393,0.012073,1,82.82945415,0.294724433,281.0403379,2.003,50.736,0.039478871
1650,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,K2  (21315),0,6,NA,3.412,0.013976,0.889,63.60904408,0.260550996,244.1327991,1.857,49.296,0.037670399
1651,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,K2  (21315),0,7,NA,5.523,0.019229,1.562,81.2314733,0.282817309,287.2224245,1.96,49.152,0.039876302
1652,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,K2  (21315),0,8,NA,6.57,0.022766,1.872,82.22788369,0.284931507,288.5882456,1.927,49.723,0.038754701
1653,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,L2  (17193),1,1,NA,0.889,0.002893,0.38,131.3515382,0.427446569,307.293467,1.564,50.444,0.031004678
1654,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,L2  (17193),1,2,NA,1.932,0.005954,0.859,144.2727578,0.444616977,324.4877393,1.837,51.539,0.035642911
1655,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,L2  (17193),1,3,NA,1.803,0.005724,0.784,136.9671558,0.434830837,314.9895178,1.755,50.769,0.034568339
1656,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,L2  (17193),0,6,NA,0.422,0.001904,0.154,80.88235294,0.36492891,221.6386555,1.337,49.834,0.026829073
1657,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,L2  (17193),0,7,NA,0.368,0.001643,0.135,82.16676811,0.366847826,223.9805234,1.562,49.237,0.03172411
1658,SANLO,SANLOBALA DOS,Dicots,Rosales,Moraceae,Brosimum,Brosimum utile,L2  (17193),0,8,NA,0.727,0.003048,0.292,95.80052493,0.401650619,238.5170604,1.554,49.86,0.031167268
1659,SANLO,SANLOBALA DOS,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,M2  (17187),1,1,NA,1.264,0.003206,0.43,134.1235184,0.340189873,394.2607611,1.157,50.179,0.023057454
1660,SANLO,SANLOBALA DOS,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,M2  (17187),1,2,NA,1.151,0.002786,0.403,144.6518306,0.350130321,413.1371141,1.057,49.458,0.021371669
1661,SANLO,SANLOBALA DOS,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,M2  (17187),1,3,NA,1.149,0.002999,0.401,133.7112371,0.34899913,383.1277092,1.148,49.671,0.023112077
1662,SANLO,SANLOBALA DOS,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,M2  (17187),0,6,NA,0.359,0.000907,0.131,144.432194,0.364902507,395.8103638,1.21,49.559,0.024415343
1663,SANLO,SANLOBALA DOS,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,M2  (17187),0,7,NA,0.585,0.001864,0.264,141.6309013,0.451282051,313.8412017,1.002,49.468,0.020255519
1664,SANLO,SANLOBALA DOS,Dicots,Ericales,Sapotaceae,Manilkara,Manilkara bidentata,M2  (17187),0,8,NA,0.407,0.000993,0.134,134.9446123,0.329238329,409.8690836,1.063,48.802,0.021781894
1665,SANLO,SANLOBALA DOS,Dicots,Sapindales,Burseraceae,Protium,Protium panamense,N2  (17183),1,1,NA,2.291,0.010062,0.921,91.53249851,0.402007857,227.6883323,1.65,48.176,0.034249419
1666,SANLO,SANLOBALA DOS,Dicots,Sapindales,Burseraceae,Protium,Protium panamense,N2  (17183),1,2,NA,3.123,0.01291,1.263,97.83113865,0.404418828,241.9054996,1.752,48.046,0.036465054
1667,SANLO,SANLOBALA DOS,Dicots,Sapindales,Burseraceae,Protium,Protium panamense,N2  (17183),1,3,NA,1.269,0.005909,0.498,84.27821966,0.392434988,214.7571501,1.536,47.873,0.032084891
1668,SANLO,SANLOBALA DOS,Dicots,Sapindales,Burseraceae,Protium,Protium panamense,N2  (17183),1,6,NA,2.548,0.010393,1.047,100.7408833,0.410910518,245.1650149,1.607,47.413,0.033893658
1669,SANLO,SANLOBALA DOS,Dicots,Sapindales,Burseraceae,Protium,Protium panamense,N2  (17183),1,7,NA,3.783,0.015297,1.528,99.8888671,0.403912239,247.3033928,1.731,48.31,0.035831091
1670,SANLO,SANLOBALA DOS,Dicots,Sapindales,Burseraceae,Protium,Protium panamense,N2  (17183),1,8,NA,2.583,0.010963,1.06,96.68886254,0.410375532,235.6106905,1.649,47.35,0.034825766
1671,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,O2  (17200),1,1,NA,1.246,0.004745,0.373,78.60906217,0.299357945,262.5922023,2.664,45.998,0.057915562
1672,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,O2  (17200),1,2,NA,1.152,0.004582,0.347,75.73112178,0.301215278,251.4185945,2.663,46.007,0.057882496
1673,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,O2  (17200),1,3,NA,0.818,0.003297,0.245,74.30997877,0.299511002,248.1043373,2.972,45.878,0.064780505
1674,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,O2  (17200),0,6,NA,1.56,0.005637,0.506,89.7640589,0.324358974,276.7429484,2.416,46.087,0.052422592
1675,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,O2  (17200),0,7,NA,1.588,0.00575,0.514,89.39130435,0.323677582,276.173913,2.439,45.437,0.05367872
1676,SANLO,SANLOBALA DOS,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,O2  (17200),0,8,NA,1.32,0.004695,0.41,87.32694356,0.310606061,281.1501597,2.29,45.909,0.049881287
1677,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,A3 (17703),0,1,NA,3.995,0.015571,1.238,79.50677542,0.309887359,256.5666945,1.982,50.625,0.039150617
1678,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,A3 (17703),0,2,NA,7.289,0.027299,2.272,83.22649181,0.311702566,267.0061174,2.013,50.723,0.039686138
1679,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,A3 (17703),0,3,NA,3.589,0.01535,1.14,74.26710098,0.317637225,233.8110749,2.037,50.708,0.040171176
1680,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,A3 (17703),0,6,NA,5.026,0.01874,1.327,70.81109925,0.264027059,268.1963714,2.31,47.8,0.04832636
1681,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,A3 (17703),0,7,NA,7.073,0.02599,1.835,70.60407849,0.259437297,272.143132,2.195,48.826,0.044955556
1682,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,A3 (17703),0,8,NA,3.448,0.012852,0.9,70.0280112,0.261020882,268.2850918,1.868,42.679,0.043768598
1683,SANLO,SANLOBALA TRES,Dicots,Sapindales,Simaroubaceae,Simarouba,Simarouba amara,B3 (17760),1,1,NA,0.605,0.00161,0.275,170.8074534,0.454545455,375.7763975,1.478,50.899,0.029037899
1684,SANLO,SANLOBALA TRES,Dicots,Sapindales,Simaroubaceae,Simarouba,Simarouba amara,B3 (17760),1,2,NA,0.64,0.001722,0.285,165.5052265,0.4453125,371.6608595,1.512,49.85,0.030330993
1685,SANLO,SANLOBALA TRES,Dicots,Sapindales,Simaroubaceae,Simarouba,Simarouba amara,B3 (17760),1,3,NA,0.537,0.001482,0.247,166.6666667,0.459962756,362.3481781,1.611,51.051,0.031556679
1686,SANLO,SANLOBALA TRES,Dicots,Sapindales,Simaroubaceae,Simarouba,Simarouba amara,B3 (17760),0,6,NA,0.476,0.001193,0.193,161.7770327,0.405462185,398.9941324,1.358,49.645,0.027354215
1687,SANLO,SANLOBALA TRES,Dicots,Sapindales,Simaroubaceae,Simarouba,Simarouba amara,B3 (17760),0,7,NA,0.557,0.001353,0.23,169.992609,0.412926391,411.6777531,1.308,49.645,0.026347064
1688,SANLO,SANLOBALA TRES,Dicots,Sapindales,Simaroubaceae,Simarouba,Simarouba amara,B3 (17760),0,8,NA,0.469,0.001137,0.191,167.9859279,0.407249467,412.4890062,1.347,51.663,0.026072818
1689,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,C3 (17721),0,1,NA,3.595,0.012007,1.339,111.518281,0.372461752,299.4086783,1.704,53.088,0.032097649
1690,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,C3 (17721),0,2,NA,1.996,0.007604,0.391,51.4203051,0.195891784,262.4934245,1.884,52.653,0.035781437
1691,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,C3 (17721),0,3,NA,2.38,0.008342,0.836,100.2157756,0.351260504,285.3032846,1.742,50.383,0.034575154
1692,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,C3 (17721),0,6,NA,11.248,0.037645,3.01,79.95749768,0.267603129,298.7913402,2.199,51.055,0.043071198
1693,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,C3 (17721),0,7,NA,7.306,0.02472,2.196,88.83495146,0.30057487,295.5501618,2.115,50.475,0.041901932
1694,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,C3 (17721),0,8,NA,6.596,0.023826,1.899,79.70284563,0.287901759,276.8404264,2.072,50.632,0.040922737
1695,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,D3 (17750),0,1,NA,1.049,0.003018,0.43,142.4784626,0.409914204,347.5811796,1.84,54.176,0.033963379
1696,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,D3 (17750),0,2,NA,0.721,0.002177,0.302,138.7230133,0.418862691,331.1897106,1.768,53.739,0.032899756
1697,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,D3 (17750),0,3,NA,0.972,0.002772,0.414,149.3506494,0.425925926,350.6493506,1.959,54.155,0.036173945
1698,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,D3 (17750),0,6,NA,1.297,0.004667,0.551,118.0629955,0.424826523,277.9087208,1.857,53.273,0.034858183
1699,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,D3 (17750),0,7,NA,1.118,0.00393,0.49,124.6819338,0.438282648,284.4783715,1.818,52.89,0.034373227
1700,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,D3 (17750),0,8,NA,1.46,0.005375,0.578,107.5348837,0.395890411,271.627907,1.691,53.161,0.031809033
1701,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,E3 (17752),0,1,NA,2.878,0.010122,0.858,84.76585655,0.298123697,284.3311598,2.304,50.891,0.045273231
1702,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,E3 (17752),0,2,NA,3.644,0.012957,1.094,84.43312495,0.300219539,281.2379409,2.104,50.559,0.041614747
1703,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,E3 (17752),0,3,NA,3.667,0.012353,1.008,81.59961143,0.274884101,296.8509674,2.228,50.316,0.044280149
1704,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,E3 (17752),0,6,NA,5.127,0.017397,1.605,92.25728574,0.313048566,294.7059838,2.221,51.714,0.042947751
1705,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,E3 (17752),0,7,NA,3.31,0.010981,1.028,93.61624624,0.310574018,301.4297423,1.978,51.184,0.038644889
1706,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Tovomita,Tovomita longifolia,E3 (17752),0,8,NA,5.102,0.01681,1.476,87.80487805,0.289298314,303.5098156,2.164,50.813,0.042587527
1707,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,F3 (17754,1,1,NA,1.63,0.004911,0.541,110.1608634,0.33190184,331.9079617,2.305,45.22,0.050973021
1708,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,F3 (17754,1,2,NA,1.447,0.004477,0.464,103.6408309,0.320663442,323.207505,2.053,45.899,0.044728643
1709,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,F3 (17754,1,3,NA,1.752,0.006565,0.514,78.29398324,0.293378995,266.8697639,2.419,46.648,0.051856457
1710,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,F3 (17754,0,6,NA,1.056,0.003127,0.372,118.9638631,0.352272727,337.7038695,2.324,47.055,0.049389013
1711,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,F3 (17754,0,7,NA,1.909,0.005277,0.635,120.3335228,0.332634887,361.7585749,2.497,46.274,0.053961188
1712,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Rhizophoraceae,Cassipourea,Cassipourea elliptica,F3 (17754,0,8,NA,1.157,0.003585,0.401,111.8549512,0.346585998,322.7336123,2.434,46.425,0.052428648
1713,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,G3 (21799),1,1,NA,0.954,0.003201,0.387,120.8997188,0.405660377,298.031865,1.179,53.716,0.021948768
1714,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,G3 (21799),1,2,NA,0.927,0.002958,0.388,131.1697093,0.418554477,313.3874239,1.638,52.828,0.031006285
1715,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,G3 (21799),1,3,NA,0.991,0.003056,0.451,147.578534,0.455095863,324.2801047,1.697,54.45,0.031166208
1716,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,G3 (21799),0,6,NA,0.94,0.003598,0.336,93.38521401,0.357446809,261.2562535,1.843,50.474,0.036513849
1717,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,G3 (21799),0,7,NA,0.975,0.004256,0.363,85.29135338,0.372307692,229.0883459,1.603,49.517,0.03237272
1718,SANLO,SANLOBALA TRES,Dicots,Gentianales,Apocynaceae,Aspidosperma,Aspidosperma cruentum,G3 (21799),0,8,NA,1.22,0.004782,0.445,93.0572982,0.364754098,255.1233793,1.714,49.763,0.034443261
1719,SANLO,SANLOBALA TRES,Dicots,Magnoliales,Myristicaceae,Virola,Virola elongata,H3 (21807),0,1,NA,0.576,0.002519,0.269,106.7884081,0.467013889,228.6621675,1.703,56.404,0.030192894
1720,SANLO,SANLOBALA TRES,Dicots,Magnoliales,Myristicaceae,Virola,Virola elongata,H3 (21807),0,2,NA,0.554,0.002099,0.289,137.6846117,0.52166065,263.9352072,1.614,58.033,0.027811762
1721,SANLO,SANLOBALA TRES,Dicots,Magnoliales,Myristicaceae,Virola,Virola elongata,H3 (21807),0,3,NA,0.459,0.002031,0.199,97.98129,0.433551198,225.9970458,2.09,55.027,0.037981355
1722,SANLO,SANLOBALA TRES,Dicots,Magnoliales,Myristicaceae,Virola,Virola elongata,H3 (21807),0,6,NA,0.443,0.002463,0.179,72.67559886,0.404063205,179.861957,1.917,53.455,0.03586194
1723,SANLO,SANLOBALA TRES,Dicots,Magnoliales,Myristicaceae,Virola,Virola elongata,H3 (21807),0,7,NA,0.381,0.002288,0.15,65.55944056,0.393700787,166.520979,2.237,54.005,0.041422091
1724,SANLO,SANLOBALA TRES,Dicots,Magnoliales,Myristicaceae,Virola,Virola elongata,H3 (21807),0,8,NA,0.317,0.001861,0.13,69.85491671,0.410094637,170.3385277,2.118,53.936,0.039268763
1725,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,I3 (21859),1,1,NA,3.122,0.012299,1.183,96.18668184,0.378923767,253.8417758,1.779,51.079,0.034828403
1726,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,I3 (21859),1,2,NA,3.885,0.016696,1.48,88.64398658,0.380952381,232.6904648,2.182,51.746,0.042167511
1727,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,I3 (21859),1,3,NA,3.707,0.014636,1.412,96.47444657,0.380900998,253.2795846,1.995,51.131,0.039017426
1728,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,I3 (21859),0,6,NA,2.375,0.014348,1.167,81.33537775,0.491368421,165.5282966,1.994,51.29,0.038876974
1729,SANLO,SANLOBALA TRES,Dicots,Malpighiales,Clusiaceae,Marila,Marila laxiflora,I3 (21859),0,7,NA,3.109,0.013036,1.077,82.61736729,0.346413638,238.4934029,1.915,51,0.03754902
